Name,CAS,Product Name,Tel,Email,Website_URL,Source_URL,Stock_Weight,Price,Last_Updated,Verified_On,Remarks
AILY INTL CHEMICAL CORP LTD,"[' 122-78-1', ' 98-86-2']","[' Phenylacetaldehyde', ' Acetophenone']","['18913388297    025-025-83208295', '+8613317178958    027-83295551']","[' 385079137@qq.com', ' sales@ailybiotech.com']",['https://www.chemicalbook.com/ShowSupplierProductsList15679/0_EN.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99']"
"ALL RIGHT CHEMICAL CO.,LTD","[' 100-46-9', ' 21086-33-9', ' 10342-83-3', ' 100-52-7', ' 62-53-3', ' 1445-73-4', ' 3612-20-2', ' 5337-93-9', ' 19099-93-5', ' 56553-60-7', ' 7361-61-7', ' 1009-14-9', ' 60-12-8', ' 123-62-6']","[' 4′-Methylpropiophenone', ' Benzylamine', ' 4-Bromopropiophenone', ' Sodium triacetoxyborohydride', ' N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine', ' 1-Cbz-4-Piperidone', ' Benzaldehyde', ' Valerophenone', ' 1-Methyl-4-piperidone', ' Propionic anhydride', ' Aniline', ' 4-METHOXY-BETA-BROMOPROPIOPHENONE', ' Phenethyl alcohol', ' N-Benzyl-4-piperidone']","['   +86-25-83697070', '+86-19937530512    0371-55170693', '+8613918007836    21-21-61026752', '   021-54262601', '   86-531-55516881', '+8613633837469   ', '+8617736933208    0086-1773693', '+86    852-30606658']","[' market18@leapchem.com', ' info@allgreenchem.com', ' 1137059254@qq.com', ' sales@hoborchem.com', ' sales@chemlin.com.cn', ' shyh1995@163.com', ' sales@arbiotechem.com', ' info@tianfuchem.com']","[nan, 'http://www.arbiotechem.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=21086-33-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 1kg,5kg,25kg,50kg,200kg', 'Purity: 99% Min | Package: 10g,50g,100g,1kg,10kg or more demand packing', 'Purity: 99% | Package: 100kg;50kg;25kg;5KG;1KG', 'Purity: 99% | Package: 25KG;5KG;1KG', 'Package: 1g; 5g; 25g; 1kg; 5kg; 25kg']"
"ANHUI WITOP BIOTECH CO., LTD","[' 451-40-1', ' 62-53-3', ' 598-22-1', ' 56553-60-7', ' 28578-16-7', ' 1369021-80-6', ' 110-62-3', ' 100-46-9', ' 78-67-1', ' 98-86-2', ' 104-53-0', ' 760930-59-4', ' 598-31-2', ' 140-88-5', ' 619294-62-1', ' 68-11-1', ' 122-78-1', ' 123-39-7', ' 622-24-2', ' 122-11-2', ' 110-63-4', ' 103-63-9', ' 1445-73-4', ' 3612-20-2', ' 877-37-2', ' 123-62-6']","[' (2-Bromoethyl)benzene', ' N-Methylformamide', ' Sodium triacetoxyborohydride', ' Propionic anhydride', ' Aniline', ' bromoacetone', ' 1,3-Benzodioxole-5-acetic acid, α-acetyl-, methyl ester', ' N-Benzyl-4-piperidone', ' 2-bromo-4-chloropropiophenone', ' Valeraldehyde', ' Phenylacetaldehyde', ' JWH 176', ' Sulfadimethoxine', ' Crotonylfentanyl', ' PropionylBromide>98.0%(GC&T)', ' Benzylamine', ' Phenylpropyl aldehyde', ' 2-Phenylacetophenone', ' Phenethyl chloride', ' 1,4-Butanediol', ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' PMK ethyl glycidate', ' 1-Methyl-4-piperidone', ' Ethyl acrylate', ' Mercapto acetic acid;2-Mercaptoacetic acid;TGA']","['15800340161   ', '+8617798174412   ', '13901628252    021-66313386', '+8615238638457   ', '15026509758    021-51875103', '   021-62206502', '+8615255079626   ', '+8617331933971    173-31933']","[' admin01@hsnm.com.cn', ' shkuanhao@163.com', ' info@zzsrm.com', ' eric@witopchemical.com', ' deasea125996@gmail.com', ' shtwchem@126.com', ' salesvip2@hntmhg.com', ' 344843571@qq.com']","['https://www.chemicalbook.com/ShowSupplierProductsList418627/0_EN.htm', nan]","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1369021-80-6&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=619294-62-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=28578-16-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-62-6&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=760930-59-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-31-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=4#J_Condition']","[nan, '1kg']","[nan, '20.00', '30.00']","[nan, 'Jun7,2023', 'Feb18,2024']",[nan],"[nan, 'Purity: 99.9% | Package: 1kg;50USD', 'Purity: 99% | Package: 100g', 'Purity: 99% | Package: 1kg;25kg;50kg;', 'Purity: 99% | Package: 500ml', 'Purity: 99% | Package: 500g', 'Purity: 99% | Package: 1kilogram;110USD|100kilogram;90USD', 'Purity: 98% | Package: 25kg', 'Purity: 1000 μg/mL in methanol', 'Purity: 99.9% | Package: 1kg;150USD', 'Purity: 98.0%']"
AOPHARM,"[' 451-40-1', ' 79-03-8', ' 79-09-4', ' 611-19-8', ' 598-22-1', ' 56553-60-7', ' 78-67-1', ' 98-86-2', ' 100-52-7', ' 705-60-2', ' 19099-93-5', ' 5337-93-9', ' 5438-41-5', ' 68-11-1', ' 1609-66-1', ' 622-24-2', ' 122-11-2', ' 110-63-4', ' 1364933-55-0', ' 7361-61-7', ' 60-12-8', ' 495-40-9', ' 103-63-9', ' 3612-20-2', ' 598-21-0']","[' 1-Phenyl-2-nitropropene', ' (2-Bromoethyl)benzene', ' Sodium triacetoxyborohydride', ' Mercaptoacetic acid', ' Phenethyl alcohol', ' N-Benzyl-4-piperidone', ' 1-(3.4-Methylenedioxyphenyl)2-nitropropene', ' N-Phenyl-N-(4-piperidinyl)propanamide admixture with HCl salt', ' Propionyl chloride', ' Sulfadimethoxine', ' Propionyl bromide', ' 2-Chlorobenzyl chloride', ' Benzaldehyde', ' Xylazine', ' 2-Phenylacetophenone', ' Phenethyl chloride', ' 1,4-Butanediol', "" 4'-Methylpropiophenone"", ' Propionic acid', ' Acetophenone', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Bromoacetyl bromide', ' 1-Cbz-4-Piperidone', ' 2-Phenylethanol', ' THJ 018', ' Butyrophenone']","['   +86-519-82751350', '+8615267169049    0571-87157530', '+86    571-571-89925085', '+8613043004613   ', '+8615868606025   ', '   0086-311-66600578', '+8617705817739    571-88938639', '+8618058761490    0571-86217390', '+undefined18621343501   ', '   021-60536361', '+8613372112871    0512-66317708', '+86   ']","[' huijuan@zitrans.cn', ' product@acmec-e.com', nan, ' info@gihichemicals.com', ' sales@amadischem.com', ' jwf@hi2000.com', ' Sara@xmwonderfulbio.com', ' info@dycnchem.com', ' sales@jiechengchem.com', ' sales@aopharm.com', ' sales@bingochem.com', ' sales@dingyanchem.com']","[nan, 'http://www.aopharm.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=495-40-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5438-41-5&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1364933-55-0&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-22-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1609-66-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=14#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% min. | Package: 1KG;25KG', 'Purity: 99%min', 'Purity: 99 | Package: 5KG;1KG,25kg', 'Purity: 0 | Package: 1g; 5g; 25g; 1kg; 5kg; 25kg | CustNote: 0', 'Purity: 98% | Package: 500g, 25g, 100g', 'Purity: 0.95&0.99 | Package: 0.1KG;1KG;1000KG | CustNote: Hot sales', 'Purity: 99% | Package: 1KG;16USD', 'Purity: 98% | Package: 5g;50g;1kg', 'Purity: 0.97 | Package: mgs,gs,kgs | CustNote: A7776']"
ATK CHEMICAL COMPANY LIMITED,"[nan, ' 451-40-1', ' 591-31-1', ' 41661-47-6', ' 103-63-9', ' 1445-73-4', ' 718-08-1', ' 877-37-2', ' 19099-93-5', ' 56553-60-7', ' 619294-62-1', ' 7361-61-7', ' 1009-14-9']","[' 2-bromo-4-chloropropiophenone', ' N-CBZ-4-piperidone', ' (2-Bromoethyl)benzene', nan, ' N-methyl-4-piperidone', ' Sodium triacetoxyborohydride', ' Ethyl 3-oxo-4-phenylbutanoate', ' JWH 176', ' Xylazine', ' Valerophenone', ' 2-Phenylacetophenone', ' 4-Piperidinone', ' 3-Methoxybenzaldehyde']","[nan, '15800340161   ', '   021-61521620', '+undefined    21-51877795', '+undefined+undefined13082019107    +86-15262425018', '+8618560316533    86185603165', '+8613571859809    029-029-86018689', '+8613795318958    86-02137122233']","[nan, ' 1815786809@qq.com', ' bj1@bj-chem.com', ' Ethan@dornechem.com', ' info@zzsrm.com', ' info@pushanshiye.com', ' ivan@atkchemical.com', ' admin@hbxiaowo.com']","[nan, 'http://www.atkchemical.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=619294-62-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=120656-93-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=451-40-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=41661-47-6&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],"[nan, '2018-03-22']","[nan, 'Purity: 99', ""Purity: 99%min | Package: 1Kg/drum,5kg/drum,25kg/drum | CustNote: As customers' request"", 'Purity: 98% HPLC | Package: 5MG;10MG;50MG;100MG,1G,5G', 'Purity: 99 | Package: 1kg;20USD', 'Purity: 99% | Package: 1ASSAYS;10USD', 'Purity: 98% HPLC | Package: 5G;10G;25G;50G;100G;250G;1KG', 'Purity: 98% HPLC | Package: 5G,10G,25G,50G,100G,250G,1KG']"
Absin Bioscience Inc.,"[' 96744-75-1', ' 1292765-18-4', ' 83002-04-4', ' 103610-04-4']","[' JWH 398 (exempt preparation)', ' U-69593', ' CP55940', ' JWH 200']","['   021-64221773', '400-002-6926    400-002-6926', '   +86-21-58447131', '   010-62968438']","[nan, ' 978560024@qq.com', ' sales@dcchemicals.com', ' 912529879@qq.com']",['http://www.absin.cn/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96744-75-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103610-04-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=83002-04-4&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1292765-18-4&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Brand：dcchemicals | Product Number：DC32849']"
"Accela ChemBio Co.,Ltd.","[' 4433-88-9', ' 5413-05-8', ' 110-63-4', ' 877-37-2', ' 7361-61-7', ' 1009-14-9', ' 60-12-8']","[' 2-bromo-4-chloropropiophenone', ' Ethyl 3-Oxo-2-phenylbutanoate', ' Xylazine', ' Valerophenone', ' 3-Oxo-2-phenylbutanoic Acid', ' Phenethyl alcohol', ' 1,4-Butanediol', ' Phenyl Ethyl Alcohol']","['+8617305617782    021-021-50322680', '+8618691729963    0917-18691729', '13365232216    0523-82837785', '+864000665055    021-50795510', '   86-13482627603', '   +86 (10) 8466-9753']","[' lucysun@gradebiochem.com', ' syeu@accelachem.com', ' sales@accelachem.com', ' info@jszchg.com', ' chems@sinopharm.com', ' 2553382659@qq.com', ' sales1@rcc.net.cn']","['http://www.shao-yuan.com/', nan, 'https://www.shao-yuan.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=4433-88-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=14#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=14#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 95% | Package: 0.25g;1g;5g | CustNote: SY280931', 'Package: 250Kg/Drum/', 'Purity: 99% | Package: 5KG;1KG', 'Purity: 95% | Package: 100g;500g;1000g | CustNote: SY010859', 'Purity: >=95% | Package: 0.25g;1g;5g;10g;25g']"
Additives Limited Tai biochemical Liaoning,[' 98-86-2'],[' Acetophenone'],['   024-78826666'],[' hongtai.bio@vip.163.com'],['https://www.chemicalbook.com/ShowSupplierProductsList9386/0_EN.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Advanced Technology & Industrial Co., Ltd.","[' 5413-05-8', ' 95810-54-1', ' 1155-56-2', ' 7361-61-7', ' 60-12-8', ' 93-92-5']","[' ETHYL 2-PHENYLACETOACETATE', ' Butonitazene', ' Xylazine', ' (1-BENZYL-PIPERIDIN-4-YL)-PHENYL-AMINE', ' Phenethyl alcohol', ' Styralyl acetate']","['+8613795219287    021-021-021-31663258', '   (852) 23902293', '   18000269172', '+8613817537615    021-57171705', '+8617331933971    173-31933']","[' sales@run-biotech.com', ' sales@advtechind.com', ' donghuanwen@126.com', ' 554351842@qq.com', ' deasea125996@gmail.com']","['http://advtechind.com/Spl/result.asp?Search_title=p_ename&radiobutton=RB1&search_txt=one&offset=3200', 'http://www.advtechind.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=7361-61-7&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=14#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=95810-54-1&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1155-56-2&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: > 97% HPLC | Package: 10G;100G；500G；1KG; 5KG, 10KG; 100KG', 'Purity: 99.9% | Package: 1kg;150USD']"
Aecochem Corp.,"[' 78-67-1', ' 122-78-1', ' 98-86-2', ' 100-52-7', ' 79-03-8', ' 123-39-7', ' 79-09-4', ' 96-33-3', ' 3612-20-2', ' 140-88-5', ' 56553-60-7', ' 5337-93-9', ' 1009-14-9', ' 60-12-8', ' 68-11-1']","[' Propionic acid', ' N-Methylformamide', ' Acetophenone', ' Methyl acrylate', "" 2,2'-Azobis(2-methylpropionitrile)"", ' Sodium triacetoxyborohydride', ' Phenylacetaldehyde', ' Propionyl chloride', ' β-Phenylethano', ' 4-Methylpropiophenone', ' Benzaldehyde', ' Valerophenone', ' Ethyl acrylate', ' Mercaptoacetic acid', ' N-Benzyl-4-piperidone']","['+8618627979853   ', '   +86(21)6591-5306/+8613917567789', '   +86-592 599 8717', '18853385675    0533-0533-2196801', '+undefined18621343501   ', '+8613125172151   ']","[' product@acmec-e.com', ' eshinechem@163.com', ' 3508116617@qq.com', ' yaojianyong@xhzy.com', ' sales@aecochemical.com', ' mandy@sfinechem.com']","[nan, 'http://www.aecochemical.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 95%,含0.01 % 柠檬酸稳定剂 | Package: 100ml, 500ml, 25ml, 2.5L', 'Purity: 98% | Package: 200KG', 'Purity: 99% | Package: 1kg;25kg;200kg', 'Purity: 99%|Package: ≥25L;$30.00/L|≥100L;$29.00/L|≥500L;$28.00/L']"
